consumer_name,consumer_nb_review_writed,stars,title_review,content_review,date_experience,company
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
Corinne S,1,5,Grande qualité,"Grande variété, excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci",,stephconti.fr
eric cichy,3,5,Bonjour,"Bonjour, personne agréable et professionnel, je recommande ce commercant !",,stephconti.fr
GD,4,5,Parfait,Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...,,stephconti.fr
FLECHE SYLVIE,11,5,Très beaux millésimes,Très beaux millésimes. Rapidité de l'envoi,,stephconti.fr
Alexandre Gorecki,1,5,Je connaissais pas mes super bien très…,Je connaissais pas mes super bien très rapide à conseiller merci,,stephconti.fr
Alex,1,5,Rapide et efficace,Rapide et efficace ! Très bon achat.,,stephconti.fr
Jeanne,1,4,Très satisfaite,,,stephconti.fr
Cl�ment,1,5,Très rapide et conforme à la…,"Très rapide et conforme à la description , je recommande fortement 👍🏻",,stephconti.fr
Rosanne,1,5,Excellent!,Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!,,stephconti.fr
paul,1,5,Livraison rapide et protégée,Livraison rapide et protégée. Merci,,stephconti.fr
Client satisfait,1,5,Commande,"Commande, livraison sans problèmes.",,stephconti.fr
Vanessa Valdan,3,5,parfait,"parfait , merci bien",,stephconti.fr
jean claude,1,5,Livraison rapide cognac de qualité prix…,Livraison rapide cognac de qualité prix intéressant,,stephconti.fr
d barbosa,2,4,Très bien,Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux,,stephconti.fr
Emmanuel Muller,4,5,Expédition très rapide et sécurisée,,,stephconti.fr
Christian,2,5,Très bon site.,"Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.",,stephconti.fr
Ramona,1,5,Livraison comme prévu,"Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël",,stephconti.fr
Celine,1,5,Très bon conseil,Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !,,stephconti.fr
Barandon,1,5,Je recommande vivement cette…,"Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.",,stephconti.fr
stephane Durand,2,5,Tres bon site,Tres bon site. Vins excellents,24 février 2021,stephconti.fr
