consumer_name;consumer_nb_review_writed;stars;title_review;content_review;date_experience;company;category;review;preprocess_review;sentiment;sentiment_nb;sentiment_confidence
Z.M.;1;4.0;Semoga membantu;Secara keseluruhan, superprof sangat membantu seseorang untuk mencari tutor dengan materi yang lebih spesifik. Tapi untuk informasi apa itu superprof atau cara penggunaannya atau cara kerja superprof masih kurang jelas di halaman website. Lebih tepatnya belum tergambarkan dengan jelas jadi membutuhkan effort lebih untuk mengetahuinya. Baiknya, pelayanan customers service superprof sudah cukup baik dan bisa termasuk baik banget. Penjelasan akan jawaban dari pertanyaan sangat jelas dan tanggapan yang bisa dibilang cepat respon.;;superprof.co.id;education_training;Secara keseluruhan, superprof sangat membantu seseorang untuk mencari tutor dengan materi yang lebih spesifik. Tapi untuk informasi apa itu superprof atau cara penggunaannya atau cara kerja superprof masih kurang jelas di halaman website. Lebih tepatnya belum tergambarkan dengan jelas jadi membutuhkan effort lebih untuk mengetahuinya. Baiknya, pelayanan customers service superprof sudah cukup baik dan bisa termasuk baik banget. Penjelasan akan jawaban dari pertanyaan sangat jelas dan tanggapan yang bisa dibilang cepat respon.;secara keseluruhan superprof sangat membantu seseorang untuk mencari tutor dengan materi yang lebih spesifik tapi untuk informasi apa itu superprof atau cara penggunaannya atau cara kerja superprof masih kurang jelas di halaman website lebih tepatnya belum tergambarkan dengan jelas jadi membutuhkan effort lebih untuk mengetahuinya baiknya pelayanan customers service superprof sudah cukup baik dan bisa termasuk baik banget penjelasan akan jawaban dari pertanyaan sangat jelas dan tanggapan yang bisa dibilang cepat respon;1;0;1.0
Merlies Theodore;1;4.0;Super helpful;Awalny bingung cari guru mandarin online utk anak saya. Tp superprof sangat mudah cepat responnya dan dlm hitungan jam langsung bisa komunikasi dgn gurunya. Sangat recommended👍🏻;;superprof.co.id;education_training;Awalny bingung cari guru mandarin online utk anak saya. Tp superprof sangat mudah cepat responnya dan dlm hitungan jam langsung bisa komunikasi dgn gurunya. Sangat recommended👍🏻;awalny bingung cari guru mandarin online utk anak saya tp superprof sangat mudah cepat responnya dan dlm hitungan jam langsung bisa komunikasi dgn gurunya sangat recommended👍🏻;1;0;1.0
Matthew Brachoo;1;5.0;Okokokok;Okokokokojoj;;superprof.co.id;education_training;Okokokokojoj;okokokokojoj;1;0;1.0
Endah Setyarini;1;4.0;Saya merasa puas karena Superprof ini…;Saya merasa puas karena Superprof ini membantu kita dalam memasarkan bimbingan kursus. Yang pasti tidak ada biaya, dan kita bebas menentukan target dan biaya sendiri untuk bimbingan yang diberikan. Semoga kedepannya lebih baik lagi. Terima kasih Superprof🙏;;superprof.co.id;education_training;Saya merasa puas karena Superprof ini membantu kita dalam memasarkan bimbingan kursus. Yang pasti tidak ada biaya, dan kita bebas menentukan target dan biaya sendiri untuk bimbingan yang diberikan. Semoga kedepannya lebih baik lagi. Terima kasih Superprof🙏;saya merasa puas karena superprof ini membantu kita dalam memasarkan bimbingan kursus yang pasti tidak ada biaya dan kita bebas menentukan target dan biaya sendiri untuk bimbingan yang diberikan semoga kedepannya lebih baik lagi terima kasih superprof🙏;1;0;1.0
Renni Sipahutar;1;5.0;Sangat membantu sekali untuk yang…;"Sangat membantu sekali untuk yang memerlukan pengajar"" dlm berbagai bidang yang diinginkan";;superprof.co.id;education_training;"Sangat membantu sekali untuk yang memerlukan pengajar"" dlm berbagai bidang yang diinginkan";sangat membantu sekali untuk yang memerlukan pengajar '' dlm berbagai bidang yang diinginkan;1;0;1.0
Rizal Dharma;1;2.0;I have contacted probably around 8…;I have contacted probably around 8 individuals and almost all of them rejected the request because they are not available. Perhaps Superprof can scrutinize the teachers who are available or not.;;superprof.co.id;education_training;I have contacted probably around 8 individuals and almost all of them rejected the request because they are not available. Perhaps Superprof can scrutinize the teachers who are available or not.;have contact probably around 8 individuals and almost all of them reject the request because they be not available perhaps superprof can scrutinize the teachers who be available or not;1;0;1.0
Michelle Mayaka;1;5.0;very good aps to help you find teacher…;very good aps to help you find teacher or tutor you need;;superprof.co.id;education_training;very good aps to help you find teacher or tutor you need;very good aps to help you find teacher or tutor you need;1;0;1.0
Risqi Oktra;1;5.0;Sangat membantu dan prosesnya juga gampang;Sangat membantu;;superprof.co.id;education_training;Sangat membantu;sangat membantu;1;0;1.0
Erica Rachel;1;5.0;Thank you Superprof…;Thank you Superprof 🙏🏻🙏🏻👍🏻👍🏻this is a very good platform for teacher and lecturer to have extra students;;superprof.co.id;education_training;Thank you Superprof 🙏🏻🙏🏻👍🏻👍🏻this is a very good platform for teacher and lecturer to have extra students;thank you superprof 🙏🏻🙏🏻👍🏻👍🏻this be very good platform for teacher and lecturer to have extra students;1;0;1.0
Aghnia Darajatun;1;5.0;good aplication;good aplication. Dapat memudahkan pengajar dan murid untuk bertemu tanpa ada batasan lokasi dan waktu.;;superprof.co.id;education_training;good aplication. Dapat memudahkan pengajar dan murid untuk bertemu tanpa ada batasan lokasi dan waktu.;good aplication dapat memudahkan pengajar dan murid untuk bertemu tanpa ada batasan lokasi dan waktu;1;0;1.0
Eva Martina;1;5.0;Good program with many choice for…;Good program with many choice for lecturers. Thank you, Superprof.;;superprof.co.id;education_training;Good program with many choice for lecturers. Thank you, Superprof.;good program with many choice for lecturers thank you superprof;1;0;1.0
Sania;1;4.0;Good..;Good & helpful..;;superprof.co.id;education_training;Good & helpful..;good & helpful;1;0;1.0
Ogif;1;5.0;Superprof menjadi jembatan penghubung;Superprof menjadi jembatan penghubung antara guru les privat dan siswa.Memudahkan siswa memilih sendiri tentor les privat, dengan proses yang mudah.;;superprof.co.id;education_training;Superprof menjadi jembatan penghubung antara guru les privat dan siswa.Memudahkan siswa memilih sendiri tentor les privat, dengan proses yang mudah.;superprof menjadi jembatan penghubung antara guru privat dan siswa memudahkan siswa memilih sendiri tentor privat dengan proses yang mudah;1;0;1.0
Mauritz Kansil;1;5.0;Awesome;Awesome & very good stuff;;superprof.co.id;education_training;Awesome & very good stuff;awesome & very good stuff;1;0;1.0
Caroline Goto;2;5.0;良いサイト;良いサイトである。ありがとうございます;;superprof.co.id;education_training;良いサイトである。ありがとうございます;良いサイトである。ありがとうございます;1;0;1.0
Dewi Masitah Santoso;1;5.0;Alhamdulillah Superprof memudahkan…;Alhamdulillah Superprof memudahkan untuk bertemu banyak guru terbaik dari berbagai daerah di Indonesia.;;superprof.co.id;education_training;Alhamdulillah Superprof memudahkan untuk bertemu banyak guru terbaik dari berbagai daerah di Indonesia.;alhamdulillah superprof memudahkan untuk bertemu banyak guru terbaik dari berbagai daerah di indonesia;1;0;1.0
Nanda Birama;1;5.0;S.Ds M.I.Kom;thank you for your participant;;superprof.co.id;education_training;thank you for your participant;thank you for your participant;1;0;1.0
Oji;1;5.0;Sangat luar biasa;Sangat luar biasa, terimakasih banyak!;;superprof.co.id;education_training;Sangat luar biasa, terimakasih banyak!;sangat luar biasa terimakasih banyak !;1;0;1.0
Ari Wibowo;1;5.0;sangat bagus sekali;sangat bagus sekali. mungkin iklannya perlu di tingkatkan;;superprof.co.id;education_training;sangat bagus sekali. mungkin iklannya perlu di tingkatkan;sangat bagus sekali mungkin iklannya perlu di tingkatkan;1;0;1.0
Li;1;5.0;Dear Superprof ID;Tempat yang baik untuk mencari tutor terbaik. Pernah sekali saya memilih tutor tetapi tidak ada jawaban. Beruntungnya, pihak superprof segera memberi tahu (saya baca melalui email), menunggu beberapa saat, dan saya dapat mencari tutor lain dengan segera. Mungkin kedepannya, alangkah lebih baik jika memberikan tanda kapan tutor tersebut terakhir kali online atau log in (atau tanda apapun, yg menunjukkan tutor tsb aktif atau tidak), dari sepengalaman saya agar lebih menghemat waktu ketika sedang benar-benar butuh/kebutuhan mendesak.;;superprof.co.id;education_training;Tempat yang baik untuk mencari tutor terbaik. Pernah sekali saya memilih tutor tetapi tidak ada jawaban. Beruntungnya, pihak superprof segera memberi tahu (saya baca melalui email), menunggu beberapa saat, dan saya dapat mencari tutor lain dengan segera. Mungkin kedepannya, alangkah lebih baik jika memberikan tanda kapan tutor tersebut terakhir kali online atau log in (atau tanda apapun, yg menunjukkan tutor tsb aktif atau tidak), dari sepengalaman saya agar lebih menghemat waktu ketika sedang benar-benar butuh/kebutuhan mendesak.;tempat yang baik untuk mencari tutor terbaik pernah sekali saya memilih tutor tetapi tidak ada jawaban beruntungnya pihak superprof segera memberi tahu ( saya baca melalui email ) menunggu beberapa saat dan saya dapat mencari tutor lie dengan segera mungkin kedepannya alangkah lebih baik jika memberikan tanda kapan tutor tersebut terakhir kali online atau log in ( atau tanda apapun yg menunjukkan tutor tsb aktif atau tidak ) dari sepengalaman saya agar lebih menghemat waktu ketika sedang benar-benar butuh/kebutuhan mendesak;1;0;1.0
Yohanes Pratama Ama Bisara, S.;1;5.0;Promotion;berharap dapat mempromosikan saya dengan baik;;superprof.co.id;education_training;berharap dapat mempromosikan saya dengan baik;berharap dapat mempromosikan saya dengan baik;1;0;1.0
Charles Christoforus;1;5.0;Nice;Nice, so help when to promote what i want..thanks to manajemen superprof;;superprof.co.id;education_training;Nice, so help when to promote what i want..thanks to manajemen superprof;nice so help when to promote what want thank to manajemen superprof;1;0;1.0
Wasiun Was'un;1;5.0;Super prof is very good;Super prof is very goodIt can help many people It is usefull;;superprof.co.id;education_training;Super prof is very goodIt can help many people It is usefull;super prof be very goodit can help many people it be usefull;1;0;1.0
Arfan Yadi;1;5.0;Untuk yang free sudah bagus karena syka…;Untuk yang free sudah bagus karena suka dapat tawaran mengajar,,, terimakasih superproof;;superprof.co.id;education_training;Untuk yang free sudah bagus karena suka dapat tawaran mengajar,,, terimakasih superproof;untuk yang free sudah bagus karena suka dapat tawaran mengajar terimakasih superproof;1;0;1.0
vivi;1;5.0;guru untuk belajar crochet;cari guru untuk belajar crochet disini, pilihannya banyak dan sangat mudah. gurunya juga bagus.;;superprof.co.id;education_training;cari guru untuk belajar crochet disini, pilihannya banyak dan sangat mudah. gurunya juga bagus.;cari guru untuk belajar crochet disini pilihannya banyak dan sangat mudah gurunya juga bagus;1;0;1.0
Rahmat Bagus Prasetya;1;5.0;GOOD;SANGAT MEMBANTU;;superprof.co.id;education_training;SANGAT MEMBANTU;sangat membantu;1;0;1.0
Priskila;1;4.0;Secara keseluruhan Superprof oke....;Secara keseluruhan Superprof oke sebagai platform pencarian guru dan murid. Kekurangannya notifikasi hanya via email. terkadang kalau sedang tidak buka email bisa terlewat begitu saja pesannya. saya berharap ke depannya Superprof ada aplikasi android/IOS sehingga dapat digunakan dengan mudah tanpa harus log in setiap saat, serta mendapatkan notifikasi langsung lewat apps tersebut. Terima kasih.;;superprof.co.id;education_training;Secara keseluruhan Superprof oke sebagai platform pencarian guru dan murid. Kekurangannya notifikasi hanya via email. terkadang kalau sedang tidak buka email bisa terlewat begitu saja pesannya. saya berharap ke depannya Superprof ada aplikasi android/IOS sehingga dapat digunakan dengan mudah tanpa harus log in setiap saat, serta mendapatkan notifikasi langsung lewat apps tersebut. Terima kasih.;secara keseluruhan superprof oke sebagai platform pencarian guru dan murid kekurangannya notifikasi hanya email terkadang kalau sedang tidak buka email bisa terlewat begitu saja pesannya saya berharap ke depannya superprof ada aplikasi android/ios sehingga dapat digunakan dengan mudah tanpa harus log in setiap saat serta mendapatkan notifikasi langsung lewat apps tersebut terima kasih;1;0;1.0
